State,X-distance,Y-distance,Cost,Pos_x,Pos_y,Orientation,Goal_x,Goal_y,R1,R2,R3,R4,R5,R6,R7,R8,G1,G2,G3,G4,G5,G6,G7,G8
FORWARD,465,503,190,485,491,RIGHT,490,550,6,3,4,6,3,9,9,2,8,2,9,4,4,7,9,8
RIGHT,465,503,187,486,491,RIGHT,490,550,3,4,6,1,1,9,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,185,486,491,UP,490,550,3,4,6,1,1,9,2,9,8,2,9,4,4,7,9,8
FORWARD,465,503,183,486,492,UP,490,550,1,3,1,9,9,7,2,2,8,2,9,4,4,7,9,8
BASH,465,503,181,486,493,UP,490,550,9,2,9,7,2,2,5,3,8,2,9,4,4,7,9,8
FORWARD,465,503,175,486,495,UP,490,550,2,5,3,7,4,3,1,7,8,2,9,4,4,7,9,8
FORWARD,465,503,174,486,496,UP,490,550,7,3,4,3,7,1,2,8,8,2,9,4,4,7,9,8
BASH,465,503,172,486,497,UP,490,550,3,1,7,1,8,3,6,6,8,2,9,4,4,7,9,8
BASH,465,503,163,486,499,UP,490,550,3,6,6,2,9,2,8,9,8,2,9,4,4,7,9,8
BASH,465,503,158,486,501,UP,490,550,2,8,9,9,4,6,8,6,8,2,9,4,4,7,9,8
BASH,465,503,150,486,503,UP,490,550,6,8,6,9,8,3,7,5,8,2,9,4,4,7,9,8
FORWARD,465,503,143,486,505,UP,490,550,3,7,5,9,1,8,6,1,8,2,9,4,4,7,9,8
BASH,465,503,137,486,506,UP,490,550,9,4,1,8,1,2,8,6,8,2,9,4,4,7,9,8
BASH,465,503,133,486,508,UP,490,550,2,8,6,4,8,1,8,8,8,2,9,4,4,7,9,8
BASH,465,503,127,486,510,UP,490,550,1,8,8,3,6,6,7,1,8,2,9,4,4,7,9,8
BASH,465,503,120,486,512,UP,490,550,6,7,1,4,9,6,4,5,8,2,9,4,4,7,9,8
BASH,465,503,114,486,514,UP,490,550,6,4,5,9,2,5,7,2,8,2,9,4,4,7,9,8
BASH,465,503,109,486,516,UP,490,550,5,7,2,9,9,1,7,9,8,2,9,4,4,7,9,8
LEFT,465,503,104,486,518,UP,490,550,1,7,9,2,2,2,5,5,8,2,9,4,4,7,9,8
FORWARD,465,503,103,486,518,RIGHT,490,550,1,7,9,2,2,2,5,5,8,2,9,4,4,7,9,8
RIGHT,465,503,101,487,518,RIGHT,490,550,7,9,8,2,7,5,5,8,8,2,9,4,4,7,9,8
FORWARD,465,503,100,487,518,UP,490,550,7,9,8,2,7,5,5,8,8,2,9,4,4,7,9,8
BASH,465,503,95,487,519,UP,490,550,2,2,7,5,8,6,5,8,8,2,9,4,4,7,9,8
LEFT,465,503,91,487,521,UP,490,550,6,5,8,4,1,3,4,2,8,2,9,4,4,7,9,8
FORWARD,465,503,90,487,521,RIGHT,490,550,6,5,8,4,1,3,4,2,8,2,9,4,4,7,9,8
RIGHT,465,503,89,488,521,RIGHT,490,550,5,8,6,1,8,4,2,2,8,2,9,4,4,7,9,8
FORWARD,465,503,88,488,521,UP,490,550,5,8,6,1,8,4,2,2,8,2,9,4,4,7,9,8
BASH,465,503,86,488,522,UP,490,550,1,1,8,4,2,9,6,9,8,2,9,4,4,7,9,8
BASH,465,503,80,488,524,UP,490,550,9,6,9,5,6,2,4,4,8,2,9,4,4,7,9,8
BASH,465,503,74,488,526,UP,490,550,2,4,4,2,7,1,7,8,8,2,9,4,4,7,9,8
BASH,465,503,67,488,528,UP,490,550,1,7,8,9,5,3,5,3,8,2,9,4,4,7,9,8
BASH,465,503,61,488,530,UP,490,550,3,5,3,4,9,7,3,9,8,2,9,4,4,7,9,8
BASH,465,503,57,488,532,UP,490,550,7,3,9,5,6,6,9,6,8,2,9,4,4,7,9,8
BASH,465,503,48,488,534,UP,490,550,6,9,6,3,9,4,7,8,8,2,9,4,4,7,9,8
BASH,465,503,43,488,536,UP,490,550,4,7,8,4,7,8,9,8,8,2,9,4,4,7,9,8
BASH,465,503,36,488,538,UP,490,550,8,9,8,7,4,7,8,7,8,2,9,4,4,7,9,8
BASH,465,503,31,488,540,UP,490,550,7,8,7,9,1,8,7,1,8,2,9,4,4,7,9,8
BASH,465,503,23,488,542,UP,490,550,8,7,1,8,8,3,9,9,8,2,9,4,4,7,9,8
BASH,465,503,17,488,544,UP,490,550,3,9,9,4,3,1,5,4,8,2,9,4,4,7,9,8
LEFT,465,503,12,488,546,UP,490,550,1,5,4,2,7,3,5,6,8,2,9,4,4,7,9,8
BASH,465,503,11,488,546,RIGHT,490,550,1,5,4,2,7,3,5,6,8,2,9,4,4,7,9,8
RIGHT,465,503,7,490,546,RIGHT,490,550,4,9,3,7,7,6,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,6,490,546,UP,490,550,4,9,3,7,7,6,1,2,8,2,9,4,4,7,9,8
FORWARD,465,503,5,490,547,UP,490,550,7,1,7,6,2,7,1,8,8,2,9,4,4,7,9,8
BASH,465,503,4,490,548,UP,490,550,6,1,2,7,8,8,2,9,8,2,9,4,4,7,9,8
END,465,503,0,490,550,UP,490,550,8,2,9,4,4,7,9,8,8,2,9,4,4,7,9,8
